timestamp,open,high,low,close,volume,regime
2024-01-01 00:00:00,65000.0,65049.218015776016,64952.42996139079,65000.0,5.01358730846411,1
2024-01-01 00:01:00,65000.0,65044.903977824186,64903.87430843375,64951.35633391552,10.173997060308718,1
2024-01-01 00:02:00,64951.35633391552,64958.807356894744,64865.14413574319,64873.371897371326,3.448042806705461,1
2024-01-01 00:03:00,64873.371897371326,64992.67631499167,64838.04102230452,64934.61035805208,7.842319683946386,1
2024-01-01 00:04:00,64934.61035805208,65049.13701205779,64932.740296550786,65045.87311415855,6.211823631999851,1
2024-01-01 00:05:00,65045.87311415855,65058.766645753334,65023.34517645241,65036.05631381238,7.041487334682566,1
2024-01-01 00:06:00,65036.05631381238,65056.27821137079,64926.64476305361,64955.396339016435,2.1986747148403216,1
2024-01-01 00:07:00,64955.396339016435,65012.20426648491,64826.57226922459,64876.36369073427,10.01448364836159,1
2024-01-01 00:08:00,64876.36369073427,64979.346754590435,64855.34657647175,64940.97335948431,32.28516611258898,1
2024-01-01 00:09:00,64940.97335948431,65024.69570499437,64935.56962635165,65014.673652948666,5.762623111810493,1
2024-01-01 00:10:00,65014.673652948666,65128.05226664929,64984.263839801184,65068.943442667325,3.1154341806220596,1
2024-01-01 00:11:00,65068.943442667325,65126.484399048226,64970.347995990705,65005.28880128,11.939146310671013,1
2024-01-01 00:12:00,65005.28880128,65043.66862936777,64984.47303717726,65029.226477837685,4.388071097148647,1
2024-01-01 00:13:00,65029.226477837685,65043.067770361195,65028.09820367345,65041.90904423129,7.525458229140618,1
2024-01-01 00:14:00,65041.90904423129,65127.132868063454,64996.87466622879,65064.54576813836,4.8269851240938,1
2024-01-01 00:15:00,65064.54576813836,65152.780438872855,65062.124909373764,65150.895735463455,3.1347993218785364,1
2024-01-01 00:16:00,65150.895735463455,65201.53739039792,65121.334366817835,65174.049928805856,8.903238118930537,1
2024-01-01 00:17:00,65174.049928805856,65270.95092456481,65142.03389275621,65241.72472948991,4.885002801540218,1
2024-01-01 00:18:00,65241.72472948991,65291.69341577612,65193.73137779409,65249.64302655811,2.8311506197677163,1
2024-01-01 00:19:00,65249.64302655811,65281.49185988456,65247.910262765254,65279.2454257535,8.805533672721403,1
2024-01-01 00:20:00,65279.2454257535,65349.959583697055,65270.963709901196,65342.366039205364,41.40331400686284,1
2024-01-01 00:21:00,65342.366039205364,65392.765721701115,65140.447193981105,65200.8518730904,13.603558182128728,1
2024-01-01 00:22:00,65200.8518730904,65236.96996503651,65101.70991247303,65170.89163668916,7.2198031010537305,1
2024-01-01 00:23:00,65170.89163668916,65193.457474973366,65114.648304238115,65126.21314659923,45.59824432906539,1
2024-01-01 00:24:00,65126.21314659923,65151.37045654391,65035.31125467098,65065.10412848316,2.5735079171641306,1
2024-01-01 00:25:00,65065.10412848316,65129.60141361728,65017.5743541876,65039.55219172642,10.43505042735045,1
2024-01-01 00:26:00,65039.55219172642,65227.24155687883,64991.26424357812,65186.69845292364,22.1852906949942,1
2024-01-01 00:27:00,65186.69845292364,65266.57377108704,65053.0029420668,65103.34117911792,4.010875389241332,1
2024-01-01 00:28:00,65103.34117911792,65204.0910805289,65095.07502809875,65199.20048005448,8.85456731454512,1
2024-01-01 00:29:00,65199.20048005448,65204.05296464301,65032.808143574286,65035.92181863198,5.062217567349302,1
2024-01-01 00:30:00,65035.92181863198,65075.602449951,64971.59431062762,65004.553202125775,6.027471796166774,1
2024-01-01 00:31:00,65004.553202125775,65026.10460281482,64998.43273862424,65021.72282860896,9.451162692115417,1
2024-01-01 00:32:00,65021.72282860896,65087.23202470334,65016.556775232966,65080.199041983906,2.5630224319216035,1
2024-01-01 00:33:00,65080.199041983906,65171.77811597942,65062.110576605046,65150.93079703005,4.039845842597872,1
